LMC0561* 0.20  1.50   7.10      1  5 08 44 -68 45 33  8.620 0.12 NGC1850,SL261,ESO56SC70,BRHT5a
LMC0571  0.05  0.40   8.70      3  5 09 03 -66 18 53 14.68  0.12 HS129,KMHK584
LMC0581  0.05  0.28   8.10      1  5 09 28 -65 55 13 14.71  0.12 HS132,KMHK589
LMC0584  0.05  0.40   8.50      2  5 09 32 -65 47 06 14.60  0.13 LW149,KMHK591
LMC0585  0.05  0.75   8.30      1  5 09 34 -66 18 59 12.65  0.12 NGC1849,SL267,ESO85SC49,:KMHK593
LMC0591  0.10  0.48   8.05      2  5 09 43 -65 18 19 14.23  0.13 H88-168,H80F3-2,KMHK595
LMC0594  0.20  0.40   8.30      3  5 09 53 -65 25 30 14.14  0.13 HS135,KMHK599
LMC0599* 0.10  0.36   8.00      2  5 10 11 -69 05 09 13.29  0.12 HS147,H88-174,LOGLE170
LMC0602* 0.10  0.44   8.40      2  5 10 16 -68 29 31 12.97  0.13 SL278,BRHT31a
LMC0603  0.05  0.31   8.10      1  5 10 17 -65 15 54 14.92  0.13 H88-176,H80F3-5,KMHK607
